record_index,player_id,player_name,link_12c_team,link_12c_team_name_candidate,link_12c_second,link_160_team,link_160_team_name_candidate,link_160_second,link_164_team,link_164_team_name_candidate,link_164_second,candidate_date,direction_vs_roster_candidate
6617,133708,Will Mannion,33002,,94,49388,,1090,49388,,1090,,LUA_ORIGIN_EQUALS_ROSTER
6717,140757,George Evans,50,,65,49392,MILLWALL,96,49392,MILLWALL,96,,LUA_ORIGIN_EQUALS_ROSTER
6737,141914,Daniel Kelly,49572,CELTIC,32,49392,MILLWALL,96,49392,MILLWALL,96,,LUA_ORIGIN_EQUALS_ROSTER
6799,398959,Josh Knight,49535,ALIANZA,1301,16626,,50,16626,,50,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
6822,100554,Kacper Pasiek,49219,,586,243,,1048,243,,1048,,LUA_ORIGIN_EQUALS_ROSTER
6844,112963,Jack Walton,49645,SPARTA PRAHA,43,243,,1048,243,,1048,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
6906,133725,Luke Faxon,49398,SHEFFIELD WEDNESDAY,51,33013,,1048,33013,,1048,,LUA_ORIGIN_EQUALS_ROSTER
6956,130102,True Grant,32942,,54,49399,,98,49399,,98,,LUA_ORIGIN_EQUALS_ROSTER
7001,122942,Alfie Marriott,33002,,94,33017,,99,33017,,99,,LUA_ORIGIN_EQUALS_ROSTER
7015,106420,Mamadou Doumbia,33002,,94,33017,,99,33017,,99,,LUA_ORIGIN_EQUALS_ROSTER
7121,379201,Harry Ashfield,624,CLUB AMÉRICA,316,49405,WREXHAM,94,49405,WREXHAM,94,,LUA_ORIGIN_EQUALS_ROSTER
7186,7941,Áron Yaakobishvili,49211,VILLARREAL,66,16640,ANDORRA,1077,16640,ANDORRA,1077,,LUA_ORIGIN_EQUALS_ROSTER
7196,136512,Marc Bombardó,299,,1232,16640,ANDORRA,1077,16640,ANDORRA,1077,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
7424,106928,Gonzalo Petit,33017,,99,16650,,441,16650,,441,,LUA_ORIGIN_EQUALS_ROSTER
7435,112789,José Caro,268,,1068,267,LEGANÉS,91,267,LEGANÉS,91,,LUA_ORIGIN_EQUALS_ROSTER
7581,323843,Álvaro Aceves,16866,OLYMPIAKOS PIRAEUS,33,33041,REAL VALLADOLID,66,33041,REAL VALLADOLID,66,,LUA_ORIGIN_EQUALS_ROSTER
7619,124271,Dani Rebollo,33041,REAL VALLADOLID,66,275,ZARAGOZA,67,275,ZARAGOZA,67,,LUA_ORIGIN_EQUALS_ROSTER
7630,118149,Gaëtan Poussin,33032,,1036,275,ZARAGOZA,67,275,ZARAGOZA,67,,LUA_ORIGIN_EQUALS_ROSTER
7785,101195,Robin Lisewski,49411,CASTELLÓN,630,49433,FORTUNA DÜSSELDORF,1063,49433,FORTUNA DÜSSELDORF,1063,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
7856,315844,Jonas Schwanke,16398,,43,49435,,1414,49435,,1414,,LUA_ORIGIN_EQUALS_ROSTER
7924,132558,Enis Kamga,49257,GIL VICENTE,596,33054,,1051,33054,,1051,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
8281,142852,Nicolò Profeta,49195,CELTA DE VIGO,48,298,AVELLINO,1061,298,AVELLINO,1061,,LUA_ORIGIN_EQUALS_ROSTER
8416,124338,Lorenzo Madia,49462,,1228,303,,1060,303,,1060,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
8446,113680,Niccolò Fontana,49469,,59,16688,,1056,16688,,1056,,LUA_ORIGIN_EQUALS_ROSTER
8514,141422,Francesco Versari,25,FIORENTINA,31,49458,JUVE STABIA,58,49458,JUVE STABIA,58,,LUA_ORIGIN_EQUALS_ROSTER
8565,59476,Alessandro Signorini,32878,SPORTING BRAGA,595,49460,MODENA,1230,49460,MODENA,1230,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
8641,140541,Fabrizio Bagheria,32789,BOLOGNA,46,49462,,1228,49462,,1228,,LUA_ORIGIN_EQUALS_ROSTER
8660,102403,Arthur Borghi,108,PORTO,48,311,,84,311,,84,,LUA_ORIGIN_EQUALS_ROSTER
8698,139141,Michele Voltan,16639,ALMERÍA,89,312,PESCARA,480,312,PESCARA,480,,LUA_ORIGIN_EQUALS_ROSTER
8722,121396,Samuele Massolo,270,MIRANDÉS,1065,16697,,84,16697,,84,,LUA_ORIGIN_EQUALS_ROSTER
8729,110767,Roberto Floriano,32806,,47,16697,,84,16697,,84,,LUA_ORIGIN_EQUALS_ROSTER
8783,143107,Elia Tantalocchi,263,,654,315,SÜDTIROL,60,315,SÜDTIROL,60,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
8888,140826,Lowie Piselé,33207,SILKEBORG IF,517,49471,ROYAL ANTWERP,1297,49471,ROYAL ANTWERP,1297,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
8913,140099,Emile Doucouré,49475,KRC GENK,298,320,BEERSCHOT,1304,320,BEERSCHOT,1304,,LUA_ORIGIN_EQUALS_ROSTER
8942,136096,Tiemen De Bel,32957,NACIONAL,622,16705,CERCLE BRUGGE,502,16705,CERCLE BRUGGE,502,,LUA_ORIGIN_EQUALS_ROSTER
9005,140888,Lucca Brughmans,16706,CLUB BRUGGE,67,49475,KRC GENK,298,49475,KRC GENK,298,,LUA_ORIGIN_EQUALS_ROSTER
9060,131077,Ebbe De Vlaeminck,33157,DEPORTIVO CALI,662,16709,KV KORTRIJK,503,16709,KV KORTRIJK,503,,LUA_ORIGIN_EQUALS_ROSTER
9145,140194,Matt Lendfers,32853,,85,33097,SINT-TRUIDEN,1298,33097,SINT-TRUIDEN,1298,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
9222,44282,Julian Placias,16986,AL-ARABI SC,16721,49484,KVC WESTERLO,504,49484,KVC WESTERLO,504,,LUA_ORIGIN_EQUALS_ROSTER
9349,122064,N. Medvedev,33166,LA EQUIDAD,663,16721,RUBIN KAZAN,485,16721,RUBIN KAZAN,485,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
9351,133584,Nikita Yanovich,33108,BALTIKA KALININGRAD,1324,16721,RUBIN KAZAN,485,16721,RUBIN KAZAN,485,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
9421,134880,R. Mitsaev,33124,,1240,16723,RÚSSIA,438,16723,RÚSSIA,438,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
9444,131844,E. Generalov,16768,AMÉRICA DE CALI,314,33108,BALTIKA KALININGRAD,1324,33108,BALTIKA KALININGRAD,1324,,LUA_ORIGIN_EQUALS_ROSTER
9506,138619,A. Savin,401,PATRIOTAS,677,49494,LOKOMOTIV MOSKVA,67,49494,LOKOMOTIV MOSKVA,67,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
9561,107851,M. Rudakov,33167,MILLONARIOS,314,16728,ROSTOV,557,16728,ROSTOV,557,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
9566,136556,A. Smirnov,376,KONYASPOR,1301,16728,ROSTOV,557,16728,ROSTOV,557,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
9573,123816,K. Pliev,16721,RUBIN KAZAN,485,16728,ROSTOV,557,16728,ROSTOV,557,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
9677,122260,T. Akmurzin,349,FAKEL VORONEZH,1300,49500,SPARTAK MOSKVA,33,49500,SPARTAK MOSKVA,33,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
9678,127142,A. Poplevchenkov,16786,RIONEGRO ÁGUILAS,663,49500,SPARTAK MOSKVA,33,49500,SPARTAK MOSKVA,33,,LUA_ORIGIN_EQUALS_ROSTER
9732,123768,V. Poletaev,438,NORDSJÆLLAND,302,16734,URAL ECATERIMBURGO,1300,16734,URAL ECATERIMBURGO,1300,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
9752,132220,D. Prokhin,33109,KRASNODAR,654,33119,ZENIT,304,33119,ZENIT,304,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
9759,123623,A. Sutormin,33109,KRASNODAR,654,33119,ZENIT,304,33119,ZENIT,304,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
9761,127288,N. Rybikov,33121,GRASSHOPPER,1336,33119,ZENIT,304,33119,ZENIT,304,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
9771,134774,Gustavo Mantuan,49525,İSTANBUL BAŞAKŞEHİR,498,33119,ZENIT,304,33119,ZENIT,304,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
9835,118089,A. Sow,16606,HUACHIPATO,636,354,LAUSANNE SPORT,1241,354,LAUSANNE SPORT,1241,,LUA_ORIGIN_EQUALS_ROSTER
9917,140091,E. Omeragic,16739,LUGANO,1241,33125,SERVETTE,489,33125,SERVETTE,489,,LUA_ORIGIN_EQUALS_ROSTER
9958,140474,L. Watkowiak,385,ATLÉTICO BUCARAMANGA,1302,16743,ST. GALLEN,1234,16743,ST. GALLEN,1234,,LUA_ORIGIN_EQUALS_ROSTER
9970,134546,A. Abaz,33121,GRASSHOPPER,1336,16743,ST. GALLEN,1234,16743,ST. GALLEN,1234,,LUA_ORIGIN_EQUALS_ROSTER
9990,60316,Alvyn Sanches,16650,,441,33128,YOUNG BOYS,487,33128,YOUNG BOYS,487,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
10063,37343,Kağan Arican,16779,INDEPENDIENTE SANTA FE,664,16747,ANTALYASPOR,497,16747,ANTALYASPOR,497,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
10233,376113,Onur Başyiğit,49741,MELBOURNE VICTORY,17425,369,GAZİANTEP FK,1339,369,GAZİANTEP FK,1339,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
10262,58407,Berkin Özgür,16765,TRABZONSPOR,486,49522,GÖZTEPE,1300,49522,GÖZTEPE,1300,,LUA_ORIGIN_EQUALS_ROSTER
10280,135889,Chidindu Lucky Ihejirika ,33124,,1240,49522,GÖZTEPE,1300,49522,GÖZTEPE,1300,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
10296,58348,Demir Saricali,33140,,1301,371,HATAYSPOR,1363,371,HATAYSPOR,1363,,LUA_ORIGIN_EQUALS_ROSTER
10297,58610,Emir Dadük,16764,SİVASSPOR,452,371,HATAYSPOR,1363,371,HATAYSPOR,1363,,LUA_ORIGIN_EQUALS_ROSTER
10316,61505,Mücahit Serbest,33145,BODRUM FK,307,33140,,1301,33140,,1301,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
10387,126354,Ali Emre Yanar,16786,RIONEGRO ÁGUILAS,663,16758,KASIMPAŞA,656,16758,KASIMPAŞA,656,,LUA_ORIGIN_EQUALS_ROSTER
10455,124558,Deniz Ertaş,16765,TRABZONSPOR,486,376,KONYASPOR,1301,376,KONYASPOR,1301,,LUA_ORIGIN_EQUALS_ROSTER
10495,138695,A. Gökce,33161,FORTALEZA CEIF,548,33145,BODRUM FK,307,33145,BODRUM FK,307,,LUA_ORIGIN_EQUALS_ROSTER
10507,119812,T. Çetin,33140,,1301,33146,CAYKUR RIZESPOR,1338,33146,CAYKUR RIZESPOR,1338,,LUA_ORIGIN_EQUALS_ROSTER
10848,134995,Kevin López,49535,ALIANZA,1301,49542,DEPORTIVO PASTO,662,49542,DEPORTIVO PASTO,662,,LUA_ORIGIN_EQUALS_ROSTER
10876,133061,Neyder Aragón,33166,LA EQUIDAD,663,33159,,1342,33159,,1342,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
10940,131807,Jerónimo Barrera,405,ZHEJIANG,1023,33161,FORTALEZA CEIF,548,33161,FORTALEZA CEIF,548,,LUA_ORIGIN_EQUALS_ROSTER
10981,126773,Luis Rentería,16770,ATLÉTICO NACIONAL,548,16779,INDEPENDIENTE SANTA FE,664,16779,INDEPENDIENTE SANTA FE,664,,LUA_ORIGIN_EQUALS_ROSTER
11226,129037,Ma Kunyue,33161,FORTALEZA CEIF,548,49555,BEIJING GUOAN,73,49555,BEIJING GUOAN,73,,LUA_ORIGIN_EQUALS_ROSTER
11254,128837,Wang Zixiang,49510,STADE-LAUSANNE-OUCHY,488,404,CHENGDU RONGCHENG,1292,404,CHENGDU RONGCHENG,1292,,LUA_ORIGIN_EQUALS_ROSTER
11282,122883,Chen Junlin,49299,INDEPENDIENTE RIVADAVIA,480,405,ZHEJIANG,1023,405,ZHEJIANG,1023,,LUA_ORIGIN_EQUALS_ROSTER
11383,119375,Du Changjie,320,BEERSCHOT,1304,49561,HENAN,1292,49561,HENAN,1292,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
11401,128992,Han Dong,405,ZHEJIANG,1023,49561,HENAN,1292,49561,HENAN,1292,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
11432,123849,Qi Yuxi,16800,NANTONG ZHIYUN,1296,33178,QINGDAO WEST COAST,76,33178,QINGDAO WEST COAST,76,,LUA_ORIGIN_EQUALS_ROSTER
11453,139733,Wang Cheng,49561,HENAN,1292,49563,QINGDAO HAINIU,1295,49563,QINGDAO HAINIU,1295,,LUA_ORIGIN_EQUALS_ROSTER
11740,131378,C. Mochrie,422,DUNDEE FC,1328,421,DUNDEE UNITED,305,421,DUNDEE UNITED,305,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
11759,139888,J. Newman,49510,STADE-LAUSANNE-OUCHY,488,421,DUNDEE UNITED,305,421,DUNDEE UNITED,305,,LUA_ORIGIN_EQUALS_ROSTER
11799,124036,R. Doohan,16743,ST. GALLEN,1234,33191,HIBERNIAN,655,33191,HIBERNIAN,655,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
11811,121568,R. Munro,422,DUNDEE FC,1328,33191,HIBERNIAN,655,33191,HIBERNIAN,655,,LUA_ORIGIN_EQUALS_ROSTER
11815,118261,R. Schofield,16743,ST. GALLEN,1234,33192,,305,33192,,305,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
11907,47652,D. Menga,33164,JAGUARES DE CÓRDOBA,1302,49578,,1329,49578,,1329,,LUA_ORIGIN_EQUALS_ROSTER
11956,128457,A. Firth,33164,JAGUARES DE CÓRDOBA,1302,428,,33,428,,33,,LUA_ORIGIN_EQUALS_ROSTER
12028,120495,Valdemar Møller,50,,65,33199,AALBORG BK,454,33199,AALBORG BK,454,,LUA_ORIGIN_EQUALS_ROSTER
12092,120970,Lukas Kirkegaard,49561,HENAN,1292,33202,VIBORG FF,516,33202,VIBORG FF,516,,LUA_ORIGIN_EQUALS_ROSTER
12128,126650,Hunor Németh,33389,MONTERREY,444,49587,KØBENHAVN,301,49587,KØBENHAVN,301,,LUA_ORIGIN_EQUALS_ROSTER
12181,126344,William Lykke,49594,VEJLE BOLDKLUB,1308,438,NORDSJÆLLAND,302,438,NORDSJÆLLAND,302,,LUA_ORIGIN_EQUALS_ROSTER
12204,9039,Aske Andrésen,33097,SINT-TRUIDEN,1298,33207,SILKEBORG IF,517,33207,SILKEBORG IF,517,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
12247,100105,Benjamin Rasmussen,33255,RB SALZBURG,587,33209,SØNDERJYSKE,1306,33209,SØNDERJYSKE,1306,,LUA_ORIGIN_EQUALS_ROSTER
12273,111150,Tobias Jakobsen,33202,VIBORG FF,516,49594,VEJLE BOLDKLUB,1308,49594,VEJLE BOLDKLUB,1308,,LUA_ORIGIN_EQUALS_ROSTER
12274,113009,Gustav Knudsen,32817,LEVANTE,91,49594,VEJLE BOLDKLUB,1308,49594,VEJLE BOLDKLUB,1308,,LUA_ORIGIN_EQUALS_ROSTER
12285,102008,Andreas Tomaselli,50,,65,49594,VEJLE BOLDKLUB,1308,49594,VEJLE BOLDKLUB,1308,,LUA_ORIGIN_EQUALS_ROSTER
12344,127592,Ângelo,15,,25,444,AL-NASSR FC,676,444,AL-NASSR FC,676,,LUA_ORIGIN_EQUALS_ROSTER
12354,58408,Raghed Al-najjar,16813,ST. JOHNSTONE,591,444,AL-NASSR FC,676,444,AL-NASSR FC,676,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
12365,1073871520,Abdulsalam Barnawi,49598,AL-AHLI SAUDI,1043,49597,AL-HILAL SAUDI FC,1348,49597,AL-HILAL SAUDI FC,1348,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
12374,9286,Mathieu Patouillet,49572,CELTIC,32,49597,AL-HILAL SAUDI FC,1348,49597,AL-HILAL SAUDI FC,1348,,LUA_ORIGIN_EQUALS_ROSTER
12402,58363,Ahmed Al-nakhli,33249,AEK ATHENS,67,49598,AL-AHLI SAUDI,1043,49598,AL-AHLI SAUDI,1043,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
12515,1073864398,Ali Al-asmari,49197,,1098,49602,NEOM SC,1350,49602,NEOM SC,1350,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
12523,108835,Alfa Semedo,433,BRØNDBY IF,458,49602,NEOM SC,1350,49602,NEOM SC,1350,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
12556,100924,Yazeed Al-sayyah,385,ATLÉTICO BUCARAMANGA,1302,452,AL-TAAWON FC,17029,452,AL-TAAWON FC,17029,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
12557,142773,Mohammed Al-dawsari,421,DUNDEE UNITED,305,452,AL-TAAWON FC,17029,452,AL-TAAWON FC,17029,,LUA_ORIGIN_EQUALS_ROSTER
12576,133184,Yaqoub Al-hassan,204,SANFRECCE HIROSHIMA,600,452,AL-TAAWON FC,17029,452,AL-TAAWON FC,17029,,LUA_ORIGIN_EQUALS_ROSTER
12591,125092,Mohammed Al-mahasneh,298,AVELLINO,1061,453,DAMAC FC,1354,453,DAMAC FC,1354,,LUA_ORIGIN_EQUALS_ROSTER
12592,135609,Abdulbasit Hawswi,16745,ZÜRICH,489,453,DAMAC FC,1354,453,DAMAC FC,1354,,LUA_ORIGIN_EQUALS_ROSTER
12650,140453,Suan Lam Mang,49257,GIL VICENTE,596,455,AL-RIYADH,1355,455,AL-RIYADH,1355,,LUA_ORIGIN_EQUALS_ROSTER
12659,125599,Zaid Al-bawardi,16575,,623,455,AL-RIYADH,1355,455,AL-RIYADH,1355,,LUA_ORIGIN_EQUALS_ROSTER
12674,125597,Marwan Al-haidari,16937,SOUSA EC,1415,456,AL KHALEEJ CLUB,1351,456,AL KHALEEJ CLUB,1351,,LUA_ORIGIN_EQUALS_ROSTER
12710,125232,Mohammed Salem,32978,MACHIDA ZELVIA,599,16841,AL-HAZEM,1351,16841,AL-HAZEM,1351,,LUA_ORIGIN_EQUALS_ROSTER
12839,129399,Meshary Sanyor,192,CA PROGRESO,624,33228,AL-QADSIAH,1350,33228,AL-QADSIAH,1350,,LUA_ORIGIN_EQUALS_ROSTER
12842,1073877578,Mohammed Abu Al-Shamat,49525,İSTANBUL BAŞAKŞEHİR,498,33228,AL-QADSIAH,1350,33228,AL-QADSIAH,1350,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
12945,1881,Italo Brito,33199,AALBORG BK,454,33231,AMÉRICA MINEIRO,612,33231,AMÉRICA MINEIRO,612,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
13137,118272,Mateus Santos,161,AUXERRE,45,33237,CUIABÁ,1285,33237,CUIABÁ,1285,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
13163,126514,Gustavo Santos,16510,MIRASSOL,1019,470,LONDRINA,602,470,LONDRINA,602,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
13385,308119,Diogo Mora,65535,,65535,16860,PONTE PRETA,616,16860,PONTE PRETA,616,,LUA_ORIGIN_EQUALS_ROSTER
13432,113209,Halan,404,CHENGDU RONGCHENG,1292,49629,NÁUTICO,483,49629,NÁUTICO,483,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
13494,41609,Augusto,16987,AL-RAYYAN SC,16756,479,SPORT RECIFE,484,479,SPORT RECIFE,484,,LUA_ORIGIN_EQUALS_ROSTER
13523,118587,Kauã Paes,16722,CSKA MOSKVA,304,49632,VILA NOVA,672,49632,VILA NOVA,672,,LUA_ORIGIN_EQUALS_ROSTER
13539,141165,Giorgos Theocharis,49423,,1036,33249,AEK ATHENS,67,33249,AEK ATHENS,67,,LUA_ORIGIN_EQUALS_ROSTER
13543,126748,Panagiotis Ginis,33029,,1072,33249,AEK ATHENS,67,33249,AEK ATHENS,67,,LUA_ORIGIN_EQUALS_ROSTER
13551,1073877507,Ehsan Hajsafi,49771,LOS ANGELES GALAXY,1038,33249,AEK ATHENS,67,33249,AEK ATHENS,67,,LUA_ORIGIN_EQUALS_ROSTER
13561,127660,Konstantinos Tzolakis,49224,,587,16866,OLYMPIAKOS PIRAEUS,33,16866,OLYMPIAKOS PIRAEUS,33,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
13563,157342,Athanasios Papadoudis,16566,DANUBIO MONTEVIDEO,620,16866,OLYMPIAKOS PIRAEUS,33,16866,OLYMPIAKOS PIRAEUS,33,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
13595,116664,Vasilios Xenopoulos,16428,DEPORTIVO ALAVÉS,1036,33251,PANATHINAIKOS,49,33251,PANATHINAIKOS,49,,LUA_ORIGIN_EQUALS_ROSTER
13627,141719,Christos Talichmanidis,49390,,27,484,PAOK,303,484,PAOK,303,,LUA_ORIGIN_EQUALS_ROSTER
13669,136873,Rashed Al-tumi,16925,NOVA IGUAÇU,546,49638,SHERIFF TIRASPOL,588,49638,SHERIFF TIRASPOL,588,,LUA_ORIGIN_EQUALS_ROSTER
13707,377185,Valentin Sulzbacher,49312,ANGERS,100,33255,RB SALZBURG,587,33255,RB SALZBURG,587,,LUA_ORIGIN_EQUALS_ROSTER
13723,140950,C. Zawieschitzky,32956,MONTEVIDEO WANDERERS,621,33255,RB SALZBURG,587,33255,RB SALZBURG,587,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
13734,130406,Taras Mykhavko,49402,,99,33256,DYNAMO KYIV,33,33256,DYNAMO KYIV,33,,LUA_ORIGIN_EQUALS_ROSTER
13763,120497,Tymur Puzankov,562,CLUB BOLÍVAR,1010,489,SHAKHTAR DONETSK,308,489,SHAKHTAR DONETSK,308,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
13829,140100,Ivan Nevistic,56,REAL OVIEDO,49,49643,DINAMO ZAGREB,300,49643,DINAMO ZAGREB,300,,LUA_ORIGIN_EQUALS_ROSTER
13865,135543,Jindrich Stanek,33395,AL-AHLY,346,16876,SLAVIA PRAHA,1297,16876,SLAVIA PRAHA,1297,,LUA_ORIGIN_EQUALS_ROSTER
13952,401423,Roi Mishpati,49426,SPORTING GIJÓN,90,495,MACCABI HAIFA,1416,495,MACCABI HAIFA,1416,,LUA_ORIGIN_EQUALS_ROSTER
14014,106480,Matteo Bignetti,16430,,90,49649,STURM GRAZ,97,49649,STURM GRAZ,97,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
14045,114950,Isak Sjong,32808,ATHLETIC CLUB BILBAO,64,16882,FK BODØ/GLIMT,1306,16882,FK BODØ/GLIMT,1306,,LUA_ORIGIN_EQUALS_ROSTER
14060,132920,João Gonçalves,258,CÁDIZ,1077,49651,BOAVISTA,1080,49651,BOAVISTA,1080,,LUA_ORIGIN_EQUALS_ROSTER
14074,134482,Tomas Vaclik,49638,SHERIFF TIRASPOL,588,49651,BOAVISTA,1080,49651,BOAVISTA,1080,,LUA_ORIGIN_EQUALS_ROSTER
14086,123595,Ioakeim Toubas,16454,,32,16884,AEK LARNACA,1875,16884,AEK LARNACA,1875,,LUA_ORIGIN_EQUALS_ROSTER
14093,320023,Andreas Kapsis,32979,VISSEL KOBE,16423,16884,AEK LARNACA,1875,16884,AEK LARNACA,1875,,LUA_ORIGIN_EQUALS_ROSTER
14183,399005,Ygor Pereira,548,SÃO JOSÉ,1274,502,ANÁPOLIS,598,502,ANÁPOLIS,598,,LUA_ORIGIN_EQUALS_ROSTER
14192,131185,Léo Duarte,16584,KAWASAKI FRONTALE,600,16887,BARRA,101,16887,BARRA,101,,LUA_ORIGIN_EQUALS_ROSTER
14202,40693,Edu Araújo,33303,,624,16887,BARRA,101,16887,BARRA,101,,LUA_ORIGIN_EQUALS_ROSTER
14203,41448,Cabral,502,ANÁPOLIS,598,16887,BARRA,101,16887,BARRA,101,,LUA_ORIGIN_EQUALS_ROSTER
14277,57971,Alex Paulino,436,LYNGBY BK,1306,33273,BRUSQUE,674,33273,BRUSQUE,674,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
14366,118062,Cadu,33255,RB SALZBURG,587,507,CONFIANÇA,1285,507,CONFIANÇA,1285,,LUA_ORIGIN_EQUALS_ROSTER
14381,38178,Fernandinho,577,METROPOLITANOS FC,1417,16892,FERROVIÁRIA,615,16892,FERROVIÁRIA,615,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
14442,129024,César,49336,DEPORTIVO MALDONADO,673,33278,FLORESTA,1081,33278,FLORESTA,1081,,LUA_ORIGIN_EQUALS_ROSTER
14469,130476,Jeferson Souza,33338,DELFÍN,1010,33278,FLORESTA,1081,33278,FLORESTA,1081,,LUA_ORIGIN_EQUALS_ROSTER
14517,138223,João Maranhão,33324,VELO CLUBE,1011,16896,INTER DE LIMEIRA,614,16896,INTER DE LIMEIRA,614,,LUA_ORIGIN_EQUALS_ROSTER
14581,127410,Pantera,32918,PLATENSE,1363,33282,ITUANO,1027,33282,ITUANO,1027,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
14606,140788,Cauê,33324,VELO CLUBE,1011,49667,MARANHÃO,52,49667,MARANHÃO,52,,LUA_ORIGIN_EQUALS_ROSTER
14625,1073864177,Joelson,33324,VELO CLUBE,1011,49667,MARANHÃO,52,49667,MARANHÃO,52,,LUA_ORIGIN_EQUALS_ROSTER
14634,119610,Fernando,16566,DANUBIO MONTEVIDEO,620,49667,MARANHÃO,52,49667,MARANHÃO,52,,LUA_ORIGIN_EQUALS_ROSTER
14710,389969,Thiago Henrique,532,CAPIVARIANO,100,518,SANTA CRUZ,617,518,SANTA CRUZ,617,,LUA_ORIGIN_EQUALS_ROSTER
14732,134117,Gabriel Souza,33343,JORGE WILSTERMANN,1000,518,SANTA CRUZ,617,518,SANTA CRUZ,617,,LUA_ORIGIN_EQUALS_ROSTER
14766,137929,Deivity,33317,SANTO ANDRÉ,614,16903,VOLTA REDONDA,81,16903,VOLTA REDONDA,81,,LUA_ORIGIN_EQUALS_ROSTER
14776,1073877449,Arthur Vellasque,49707,TREZE,635,520,YPIRANGA,1499,520,YPIRANGA,1499,,LUA_ORIGIN_EQUALS_ROSTER
14792,120398,Danielzinho,49680,BANGU,548,520,YPIRANGA,1499,520,YPIRANGA,1499,,LUA_ORIGIN_EQUALS_ROSTER
14837,143156,Lucas Bento,532,CAPIVARIANO,100,49674,ÁGUA SANTA,626,49674,ÁGUA SANTA,626,,LUA_ORIGIN_EQUALS_ROSTER
14902,401481,Lucas Castro,563,CERRO PORTEÑO,1011,49676,AMÉRICA DE NATAL,1305,49676,AMÉRICA DE NATAL,1305,,LUA_ORIGIN_EQUALS_ROSTER
14939,108889,Marcelinho,33324,VELO CLUBE,1011,49677,APARECIDENSE,1281,49677,APARECIDENSE,1281,,LUA_ORIGIN_EQUALS_ROSTER
14963,141784,Bruno,49563,QINGDAO HAINIU,1295,16910,ATLÉTICO CEARENSE,629,16910,ATLÉTICO CEARENSE,629,,LUA_ORIGIN_EQUALS_ROSTER
14964,112379,Gabriel Ramos,532,CAPIVARIANO,100,16910,ATLÉTICO CEARENSE,629,16910,ATLÉTICO CEARENSE,629,,LUA_ORIGIN_EQUALS_ROSTER
