record_index,player_id,player_name,link_12c_team,link_12c_team_name_candidate,link_12c_second,link_160_team,link_160_team_name_candidate,link_160_second,link_164_team,link_164_team_name_candidate,link_164_second,candidate_date,direction_vs_roster_candidate
16812,135595,Amir Hassan,32947,BOSTON RIVER,619,49748,AL-DUHAIL SC,17025,49748,AL-DUHAIL SC,17025,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
16854,1073877626,Mohammed Waad,16874,ESTRELA VERMELHA,586,16981,AL-SADD,17427,16981,AL-SADD,17427,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
16970,135880,Moon Hyeon-ho,16953,CUSCO,625,33369,,17427,33369,,17427,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
17004,140497,Abdulla Al-salati,16943,ALWAYS READY,1008,16986,AL-ARABI SC,16721,16986,AL-ARABI SC,16721,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
17013,102804,Jasem Al-hail,33022,ALBACETE,1075,16986,AL-ARABI SC,16721,16986,AL-ARABI SC,16721,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
17119,322920,Mehdi Moubarik,33324,VELO CLUBE,1011,49757,AL-AIN,16717,49757,AL-AIN,16717,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
17127,133857,Marcos Maia,106,MOREIRENSE,597,49757,AL-AIN,16717,49757,AL-AIN,16717,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
17136,1073844763,Lee Myung-joo,49329,,1030,16990,AL WAHDA,17622,16990,AL WAHDA,17622,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
17146,1073853425,Hussain Abbas Juma,16591,JÚBILO IWATA,72,16990,AL WAHDA,17622,16990,AL WAHDA,17622,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
17224,1073857444,Mayed Muhsin,16727,ORENBURG,1325,608,,17803,608,,17803,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
17283,129596,F. Bilanglod,16584,KAWASAKI FRONTALE,600,33378,AL-WASL SC,1293,33378,AL-WASL SC,1293,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
17295,140251,R. Niamthaisong,16739,LUGANO,1241,33378,AL-WASL SC,1293,33378,AL-WASL SC,1293,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
17344,395448,Omar Aqzdaou,186,LIVERPOOL MONTEVIDEO,621,16996,,588,16996,,588,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
17365,126323,Mostafa Ahmed,33395,AL-AHLY,346,16997,AL-AHLY,1243,16997,AL-AHLY,1243,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
17539,134488,Jacob Castro,16586,ALBIREX NIIGATA,673,49770,SEATTLE SOUNDERS,1040,49770,SEATTLE SOUNDERS,1040,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
17638,126680,David Ochoa,49357,KYOTO SANGA,600,17006,,447,17006,,447,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
17692,41177,Fernando Tapia,16977,SEPAHAN,16719,624,CLUB AMÉRICA,316,624,CLUB AMÉRICA,316,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
17694,120991,Jonathan Estrada,614,AUCKLAND CITY,1418,624,CLUB AMÉRICA,316,624,CLUB AMÉRICA,316,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
17731,109344,Ziad Haytham,33358,SYDNEY,16778,625,PYRAMIDS,104,625,PYRAMIDS,104,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
