ct_entry_id,ct_path,ct_description,ct_entry_kind,offset_hex,variable_type,declared_width,bit_start,bit_length,profile_field,profile_parent,profile_width,width_match,match_basis,evidence_status,ct_claim_status,records_observed,distinct_values,zero_count,all_ones_count,minimum,maximum,top_values
25,Scripts > Edit Player > Player Info > Name > Player Name,Player Name,PLAYER_FIELD,0x38,String,15,,,playerName,playerName,61,false,OFFSET,CONFIRMED,CANDIDATE,25005,23475,0,0,,,"[[""DUMMY"",29],[""Face Edit"",18],[""Vitinho"",17],[""Pedrinho"",15],[""João Victor"",13]]"
23,Scripts > Edit Player > Player Info > Name > Name on Strip (Club),Name on Strip (Club),PLAYER_FIELD,0x75,String,15,,,clubShirtName,clubShirtName,61,false,OFFSET,CANDIDATE,CANDIDATE,25005,18944,0,0,,,"[[""GABRIEL"",43],[""MATHEUS"",42],[""GONZÁLEZ"",41],[""LUCAS"",38],[""RODRÍGUEZ"",36]]"
24,Scripts > Edit Player > Player Info > Name > Name on Strip (National Team),Name on Strip (National Team),PLAYER_FIELD,0xB2,String,15,,,nationalShirtName,nationalShirtName,61,false,OFFSET,CANDIDATE,CANDIDATE,25005,15712,4100,0,,,"[["""",4100],[""GABRIEL"",45],[""MATHEUS"",43],[""LUCAS"",37],[""GONZÁLEZ"",37]]"
531,Scripts > Edit Player > Better Don't change :) > Team (?),Team (?),PLAYER_FIELD,0x12C,2 Bytes,2,,,unknown_12c,unknown_12c,2,true,OFFSET,UNKNOWN,UNKNOWN,25005,1,0,25005,65535,65535,"[[65535,25005]]"
530,Scripts > Edit Player > Better Don't change :) > League (?),League (?),PLAYER_FIELD,0x12E,2 Bytes,2,,,unknown_12e,unknown_12e,2,true,OFFSET,UNKNOWN,UNKNOWN,25005,1,0,25005,65535,65535,"[[65535,25005]]"
525,Scripts > Edit Player > Contract > Contract Ends > Year,Year,PLAYER_FIELD,0x138,2 Bytes,2,,,contractEndYear,contractEndYear,2,true,OFFSET,CANDIDATE,CANDIDATE,25005,7,0,23478,2026,65535,"[[65535,23478],[2026,777],[2027,320],[2028,229],[2029,132]]"
527,Scripts > Edit Player > Contract > Contract Ends > Month,Month,PLAYER_FIELD,0x13A,Byte,1,,,contractEndMonth,contractEndMonth,1,true,OFFSET,CANDIDATE,CANDIDATE,25005,13,23478,0,0,12,"[[0,23478],[12,861],[11,328],[6,222],[10,26]]"
526,Scripts > Edit Player > Contract > Contract Ends > Day,Day,PLAYER_FIELD,0x13B,Byte,1,,,contractEndDay,contractEndDay,1,true,OFFSET,CANDIDATE,CANDIDATE,25005,21,23478,0,0,31,"[[0,23478],[31,905],[30,576],[10,9],[1,6]]"
543,Scripts > Edit Player > Other > Affection,Affection,PLAYER_FIELD,0x13E,Byte,1,,,affection,affection,1,true,OFFSET,CANDIDATE,CANDIDATE,25005,1,25005,0,0,0,"[[0,25005]]"
634,Scripts > Edit Player > Other > Affection > Max Affection (?),Max Affection (?),PLAYER_FIELD,0x13F,Binary,1,0,1,affectionFlags,affectionFlags,1,true,OFFSET,CANDIDATE,CANDIDATE,25005,1,25005,,0,0,"[[0,25005]]"
547,Scripts > Edit Player > Other > Is Listed Player,Is Listed Player,PLAYER_FIELD,0x13F,Binary,1,1,1,affectionFlags,affectionFlags,1,true,OFFSET,CANDIDATE,CANDIDATE,25005,1,25005,,0,0,"[[0,25005]]"
515,Scripts > Edit Player > Team Role > Team Role > Level,Level,PLAYER_FIELD,0x143,Binary,1,6,2,teamRoleLevel,teamRoleLevel,1,true,OFFSET,CANDIDATE,CANDIDATE,25005,1,25005,,0,0,"[[0,25005]]"
148,Scripts > Edit Player > Player Info > Nationality,Nationality,PLAYER_FIELD,0x144,2 Bytes,2,,,nationality,nationality,2,true,OFFSET,CANDIDATE,CANDIDATE,25005,178,2,0,0,312,"[[146,4831],[144,1475],[236,1174],[208,999],[210,883]]"
538,Scripts > Edit Player > Other > Stamina Bar,Stamina Bar,PLAYER_FIELD,0x146,Binary,1,0,7,staminaBar,staminaBar,1,true,OFFSET,CANDIDATE,CANDIDATE,25005,1,0,,100,100,"[[100,25005]]"
646,Scripts > Edit Player > Other > Blinking Form Arrow,Blinking Form Arrow,PLAYER_FIELD,0x146,Binary,1,7,1,staminaBar,staminaBar,1,true,OFFSET,CANDIDATE,CANDIDATE,25005,1,25005,,0,0,"[[0,25005]]"
645,Scripts > Edit Player > Other > Form Arrow,Form Arrow,PLAYER_FIELD,0x147,Binary,1,0,3,currentFormArrow,currentFormArrow,1,true,OFFSET,CANDIDATE,CANDIDATE,25005,1,0,,2,2,"[[2,25005]]"
541,Scripts > Edit Player > Other > Period Unavailable (days),Period Unavailable (days),PLAYER_FIELD,0x148,Byte,1,,,unavailableDays,unavailableDays,1,true,OFFSET,CANDIDATE,CANDIDATE,25005,1,25005,0,0,0,"[[0,25005]]"
545,Scripts > Edit Player > Other > Is Transfer Listed,Is Transfer Listed,PLAYER_FIELD,0x14A,Binary,1,1,1,transferFlags,transferFlags,1,true,OFFSET,CANDIDATE,CANDIDATE,25005,1,25005,,0,0,"[[0,25005]]"
546,Scripts > Edit Player > Other > Is Loan Listed,Is Loan Listed,PLAYER_FIELD,0x14A,Binary,1,2,1,transferFlags,transferFlags,1,true,OFFSET,CANDIDATE,CANDIDATE,25005,1,25005,,0,0,"[[0,25005]]"
196,Scripts > Edit Player > Team Role > Team Role,Team Role,PLAYER_FIELD,0x150,Binary,1,0,5,teamRole,teamRole,1,true,OFFSET,CANDIDATE,CANDIDATE,25005,1,25005,,0,0,"[[0,25005]]"
516,Scripts > Edit Player > Team Role > Team Player - Lone Wolf,Team Player - Lone Wolf,PLAYER_FIELD,0x151,Byte,1,,,personalityAxes,personalityAxes,4,false,OFFSET,CANDIDATE,CANDIDATE,25005,1,25005,0,0,0,"[[0,25005]]"
519,Scripts > Edit Player > Team Role > Passion - Composure,Passion - Composure,PLAYER_FIELD,0x152,Byte,1,,,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,1,25005,0,0,0,"[[0,25005]]"
521,Scripts > Edit Player > Team Role > Technique - Strength,Technique - Strength,PLAYER_FIELD,0x153,Byte,1,,,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,1,25005,0,0,0,"[[0,25005]]"
520,Scripts > Edit Player > Team Role > Insight - Instinct,Insight - Instinct,PLAYER_FIELD,0x154,Byte,1,,,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,CANDIDATE,25005,1,25005,0,0,0,"[[0,25005]]"
518,Scripts > Edit Player > Team Role > Impact,Impact,PLAYER_FIELD,0x155,Byte,1,,,impact,impact,1,true,OFFSET,CANDIDATE,CANDIDATE,25005,1,25005,0,0,0,"[[0,25005]]"
536,Scripts > Edit Player > Contract > Annual Salary > Salary (Euro),Salary (Euro),PLAYER_FIELD,0x15C,4 Bytes,4,,,annualSalary,annualSalary,4,true,OFFSET,CANDIDATE,CANDIDATE,25005,1,25005,0,0,0,"[[0,25005]]"
630,Scripts > Edit Player > Other > Market Value (Euro),Market Value (Euro),PLAYER_FIELD,0x174,4 Bytes,4,,,marketValue,marketValue,4,true,OFFSET,CANDIDATE,CANDIDATE,25005,99,23305,0,0,1200000,"[[0,23305],[1000,172],[2000,94],[3000,93],[4000,91]]"
633,Scripts > Edit Player > Other > Market Value (Euro) > ?,?,PLAYER_FIELD,0x178,Byte,1,,,unknown_178,unknown_178,1,true,OFFSET,UNKNOWN,UNKNOWN,25005,1,25005,0,0,0,"[[0,25005]]"
631,Scripts > Edit Player > Other > Market Value (Euro) > ?,?,PLAYER_FIELD,0x179,Byte,1,,,unknown_179,unknown_179,1,true,OFFSET,UNKNOWN,UNKNOWN,25005,1,25005,0,0,0,"[[0,25005]]"
12,Scripts > Edit Player > Better Don't change :) > end (start+17C),end (start+17C),BOUNDARY_MARKER,0x17C,8 Bytes,8,,,,,,UNKNOWN,NO_PROFILE_MATCH,UNKNOWN,NOT_A_FIELD,0,0,0,0,,,[]
